5.000000000000000000e+00,0.000000000000000000e+00
4.999725846827560716e+00,3.141535234873737981e-02
4.998903417374227942e+00,6.282725965007086855e-02
4.997532801828658222e+00,9.423227723438487580e-02
4.995614150494292360e+00,1.256269611875988623e-01
4.993147673772869055e+00,1.570078687288314900e-01
4.990133642141358017e+00,1.883715585879400800e-01
4.986572386122290368e+00,2.197145913828950081e-01
4.982464296247521851e+00,2.510335299969464473e-01
4.977809823015400426e+00,2.823249399555429195e-01
4.972609476841366671e+00,3.135853898029603570e-01
4.966863828001982561e+00,3.448114514785998175e-01
4.960573506572389491e+00,3.759997006929126639e-01
4.953739202357217764e+00,4.071467173029131303e-01
4.946361664814941328e+00,4.382490856872347518e-01
4.938441702975689296e+00,4.693033951206926346e-01
4.929980185352524913e+00,5.003062401483067134e-01
4.920978039846209739e+00,5.312542209587498565e-01
4.911436253643443273e+00,5.621439437571738029e-01
4.901355873108609096e+00,5.929720211373783467e-01
4.890738003669028444e+00,6.237350724532779722e-01
4.879583809693737173e+00,6.544297241896275263e-01
4.867894514365801228e+00,6.850526103319671822e-01
4.855671399548180389e+00,7.156003727357425070e-01
4.842915805643156268e+00,7.460696614945642180e-01
4.829629131445341450e+00,7.764571353075622184e-01
4.815812833988291075e+00,8.067594618457971656e-01
4.801468428384715104e+00,8.369733181176877146e-01
4.786597487660336547e+00,8.670953908334146920e-01
4.771201642581385016e+00,8.971223767682598993e-01
4.755282581475767323e+00,9.270509831248421317e-01
4.738842050047928467e+00,9.568779278942097788e-01
4.721881851187405665e+00,9.865999402157494824e-01
4.704403844771126941e+00,1.016213760735874105e+00
4.686409947459457825e+00,1.045716141965445489e+00
4.667902132486008604e+00,1.075103848635900583e+00
4.648882429441257180e+00,1.104373658054033758e+00
4.629352924049973339e+00,1.133522360455401223e+00
4.609315757942502145e+00,1.162546759356308801e+00
4.588773128419905589e+00,1.191443671904341750e+00
4.567727288213004222e+00,1.220209929227400458e+00
4.546180545235342763e+00,1.248842376781203356e+00
4.524135262330098328e+00,1.277337874695217756e+00
4.501593857010967703e+00,1.305693298116982426e+00
4.478558801197064732e+00,1.333905537554782361e+00
4.455032620941839383e+00,1.361971499218640247e+00
4.431017896156073554e+00,1.389888105359585069e+00
4.406517260324961605e+00,1.417652294607161911e+00
4.381533400219318253e+00,1.445261022305145637e+00
4.356069055600947593e+00,1.472711260845422254e+00
4.330127018922193649e+00,1.499999999999999778e+00
4.303710135019718663e+00,1.527124247251113953e+00
4.276821300802533088e+00,1.554081028119390417e+00
4.249463464934319923e+00,1.580867386490032889e+00
4.221639627510075599e+00,1.607480384936989637e+00
4.193352839727120696e+00,1.633917105045080920e+00
4.164606203550497376e+00,1.660174647730031872e+00
4.135402871372809486e+00,1.686250133556391750e+00
4.105746045668520416e+00,1.712140703053294910e+00
4.075638978642770915e+00,1.737843517028036633e+00
4.045084971874737256e+00,1.763355756877419411e+00
4.014087375955572412e+00,1.788674624896847032e+00
3.982649590120981742e+00,1.813797344587124494e+00
3.950775061878451844e+00,1.838721160958929124e+00
3.918467286629199187e+00,1.863443340834930906e+00
3.885729807284854509e+00,1.887961173149512284e+00
3.852566213878946044e+00,1.912271969246068792e+00
3.818980143173211328e+00,1.936373063171851427e+00
3.784975278258782438e+00,1.960261811970316126e+00
3.750555348152297963e+00,1.983935595970955479e+00
3.715724127386971887e+00,2.007391819076574269e+00
3.680485435598672250e+00,2.030627909047982182e+00
3.644843137107057984e+00,2.053641317786065734e+00
3.608801140491811221e+00,2.076429521611220519e+00
3.572363398164016601e+00,2.098990021540096507e+00
3.535533905932738641e+00,2.121320343559642385e+00
3.498316702566827807e+00,2.143418038898409872e+00
3.460715869352034346e+00,2.165280684295086022e+00
3.422735529643443630e+00,2.186905882264234435e+00
3.384379848413303637e+00,2.208291261359202728e+00
3.345653031794291188e+00,2.229434476432182954e+00
3.306559326618259576e+00,2.250333208891378778e+00
3.267103019950527987e+00,2.270985166955268753e+00
3.227288438619753119e+00,2.291388085903926175e+00
3.187119948743448727e+00,2.311539728327367538e+00
3.146601955249187732e+00,2.331437884370912261e+00
3.105738901391552176e+00,2.351080371977519068e+00
3.064535268264882983e+00,2.370465037127071017e+00
3.022995574311874822e+00,2.389589754072588779e+00
2.981124374828079571e+00,2.408452425573343270e+00
2.938926261462366352e+00,2.427050983124841910e+00
2.896405861713394536e+00,2.445383387185662283e+00
2.853567838422159220e+00,2.463447627401111895e+00
2.810416889260653583e+00,2.481241722823685159e+00
2.766957746216720526e+00,2.498763722130298071e+00
2.723195175075135310e+00,2.516011703836271707e+00
2.679133974894983616e+00,2.532983776506045004e+00
2.634778977483388296e+00,2.549678078960591510e+00
2.590135046865651436e+00,2.566092780481519675e+00
2.545207078751857033e+00,2.582226081011830487e+00
2.500000000000000444e+00,2.598076211353316012e+00
2.454518768075704571e+00,2.613641433360568200e+00
2.408768370508576506e+00,2.628920040131590863e+00
2.362753824345270370e+00,2.643910356194976607e+00
2.316480175599308744e+00,2.658610737693643866e+00
2.269952498697734189e+00,2.673019572565103807e+00
2.223175895924637491e+00,2.687135280718238484e+00
2.176155496861638561e+00,2.700956314206580444e+00
2.128896457825363964e+00,2.714481157398058286e+00
2.081403961302006778e+00,2.727708327141205480e+00
2.033683215379001652e+00,2.740636372927802267e+00
1.985739453173903879e+00,2.753263877051943087e+00
1.937577932260515556e+00,2.765589454765501554e+00
1.889203934092336334e+00,2.777611754429984092e+00
1.840622763423390484e+00,2.789329457664754042e+00
1.791839747726502008e+00,2.800741279491605340e+00
1.742860236609076408e+00,2.811845968475674251e+00
1.693689601226457508e+00,2.822642306862676254e+00
1.644333233692916396e+00,2.833129110712443222e+00
1.594796546490350186e+00,2.843305230028756903e+00
1.545084971874737256e+00,2.853169548885460483e+00
1.495203961280434646e+00,2.862720985548830477e+00
1.445158984722359152e+00,2.871958492596201840e+00
1.394955530196147375e+00,2.880881057030828973e+00
1.344599103076329571e+00,2.889487700392974201e+00
1.294095225512604808e+00,2.897777478867204604e+00
1.243449435824274918e+00,2.905749483385893228e+00
1.192667287892905215e+00,2.913402839728907789e+00
1.141754350553279451e+00,2.920736708619480648e+00
1.090716206982713432e+00,2.927750285816241860e+00
1.039558454088797212e+00,2.934442802201416622e+00
9.882867018956313920e-01,2.940813523865165813e+00
9.369065729286236710e-01,2.946861752186065608e+00
8.854237015979169456e-01,2.952586823907725755e+00
8.338437335805116701e-01,2.957988111211514504e+00
7.821723252011546501e-01,2.963065021785413311e+00
7.304151428120593259e-01,2.967816998888964886e+00
